Model,type,Persona,persona_index,Persona_Content,temp,run,openeness,consciencienes,extraversion,agreeableness,neuroticism,self_regulation,CCT_cold_avg
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,4.3,4.56,3.88,4.22,2.38,243.18,16.77777778
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,4.4,4.56,3.88,4.22,2.38,245.07,16.37037037
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,4.3,4.56,4,4.11,2.38,248.22,16.48148148
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,4.4,4.67,4,4.11,2.38,241.92,17.51851852
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,4.5,4.44,4.12,3.89,2.88,243.81,19.74074074
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,4.2,4.67,4,4.33,2.25,245.7,19.03703704
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,4.2,4.56,3.75,3.67,2.62,240.03,20
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,4.3,4.33,3.25,3.89,2.62,238.14,18.62962963
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,4.2,4.67,4.12,4.22,2.38,241.92,18.03703704
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,4.3,4.56,4,4.22,2.12,243.81,16
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,4.3,4.56,3.88,4.22,2.12,245.07,16
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,4.4,4.33,4,4.22,2.12,245.7,16.2962963
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,4.3,4.78,4,4.11,2.25,245.07,16.44444444
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,4.3,4.67,3.62,4.11,2.62,243.81,19.88888889
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,4.3,4.67,3.88,4.11,2.25,248.22,17.85185185
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,4.2,4.67,3.38,4.11,2.38,248.22,17.48148148
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,4.1,4.56,3.88,3.89,2,241.92,15.11111111
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,4.2,4.44,3.25,3.78,2.38,248.22,17.55555556
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,4.4,4.33,4,4.22,2,243.18,16
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,4.3,4.44,3.88,4.22,2,246.96,16.48148148
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,4.4,4.44,3.88,4.11,2.25,245.07,16
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,4.4,4.56,4.12,4.33,2.5,245.07,18.96296296
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,4.4,4.22,3.38,4,2.88,241.92,18.66666667
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,4.2,4.44,3.88,4.22,2.38,246.96,17.37037037
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,4.3,4.56,3.38,3.89,2.62,245.7,17.22222222
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,4.3,4.67,4,3.89,2.62,245.07,17.40740741
Qwen/Qwen2.5-1.5B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,4.5,4.33,3.12,4.11,2.5,236.25,16
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.5,5,3.75,3.78,1.62,260.82,28.11111111
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.3,5,3.75,3.78,1.62,260.19,28.03703704
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.4,5,3.75,3.78,1.62,260.82,28.03703704
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.5,5,3.5,3.78,1.88,260.19,28.18518519
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.5,5,3.62,3.89,2,258.93,27.37037037
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.5,5,3.75,3.78,1.75,257.04,27.96296296
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3.5,4.89,3.38,3.67,1.75,255.78,27
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.5,5,3.38,3.78,1.62,257.04,26.25925926
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,3.4,5,3.25,3.89,2.12,260.19,27.18518519
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,3.3,5,3.5,3.78,1.75,263.97,27.81481481
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,3.3,5,3.25,3.78,1.75,262.71,27.2962963
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,3.2,5,3.25,3.78,1.75,262.08,27
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,3.2,5,3.25,3.89,2,263.97,26.66666667
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,3.2,5,3.5,3.89,1.75,265.23,28.48148148
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,3.2,5,3.25,3.78,1.75,265.86,27.85185185
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3.3,5,3.38,3.44,2,265.23,27.77777778
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,3.2,5,3.38,3.78,1.75,265.86,25.03703704
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.2,5,3.62,3.56,2,265.23,26.25925926
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,2.9,5,2.38,3.89,1.75,253.89,25.85185185
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,2.9,5,2.25,3.89,2,253.89,25.66666667
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,2.9,5,2.25,3.89,1.75,253.89,25.25925926
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,3,5,2.25,4,1.75,257.04,25.25925926
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,3.2,5,2.12,3.89,2,255.78,25.14814815
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3,5,2.25,3.89,2,258.3,26.11111111
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,2.9,5,2.38,3.89,1.75,253.89,23
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,3,5,2.12,3.89,1.75,253.89,25.51851852
Qwen/Qwen2.5-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,2.9,5,2.25,3.78,2,258.3,24.11111111
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.4,4.89,3.12,3.44,2.38,214.83,26.25925926
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.3,4.11,3.38,3.11,2.88,212.94,26.85185185
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.7,4.22,3.12,3,3.25,214.83,25.07407407
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.2,4.67,3.62,3.56,2.62,224.28,22.18518519
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.1,4,2.75,3.56,3,221.13,23.62962963
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.7,4.56,4.12,3.56,2.25,226.17,22.77777778
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3.7,4.78,3.25,3.33,3.12,221.13,22.40740741
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.3,4.67,2.88,3.11,3.12,234.99,20.25925926
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,3.8,4.22,3,3.33,2.75,226.8,20.59259259
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,3.4,4.56,3.38,3.22,2.88,214.2,26.96296296
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,3.1,4.33,3.25,3.11,3,224.28,26.14814815
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,3.4,4.33,3.12,3.11,2.62,217.98,25.74074074
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,3.2,4.56,3,3.22,2.5,233.1,21.55555556
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,3.4,4.22,2.88,3.11,3,228.06,23.33333333
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,3.1,4.33,3.12,2.44,2.75,236.25,21.22222222
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3,4.44,3,3.11,2.38,238.77,20.74074074
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,3.1,4.78,2.62,3.33,2.5,221.76,19.74074074
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.1,4.11,3,3.22,2.62,229.95,22.62962963
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,3,4.67,2.88,3,3,206.01,25.66666667
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,3.6,4.67,3.12,3,3,219.87,25.59259259
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,3.3,4.67,3.25,2.89,2.62,209.16,25.22222222
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,3.3,3.78,3.12,3.56,3.38,224.28,20.85185185
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,3.2,4.56,3.12,3.67,3.12,219.87,22
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3.2,4.22,2.5,2.89,3.12,223.02,20.7037037
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,3.2,4.11,3,3.33,2.38,214.2,20.92592593
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,3.5,3.56,3.38,3.33,2.75,224.28,20.33333333
meta-llama/Llama-3.2-3B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,3.2,3.89,3.25,3.89,2.88,231.21,20.44444444
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.4,4.89,3.12,3.44,2.38,236.88,26.22222222
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.3,4.11,3.38,3.11,2.88,245.7,25.66666667
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.7,4.22,3.12,3,3.25,238.77,25.66666667
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.2,4.67,3.62,3.56,2.62,248.22,24
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.1,4,2.75,3.56,3,241.92,22.03703704
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.7,4.56,4.12,3.56,2.25,241.29,23.33333333
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3.7,4.78,3.25,3.33,3.12,245.7,22.18518519
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.3,4.67,2.88,3.11,3.12,233.73,20.48148148
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,3.8,4.22,3,3.33,2.75,245.7,22.2962963
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,3.4,4.56,3.38,3.22,2.88,241.92,25.66666667
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,3.1,4.33,3.25,3.11,3,250.11,26.22222222
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,3.4,4.33,3.12,3.11,2.62,241.29,25.11111111
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,3.2,4.56,3,3.22,2.5,246.96,24.44444444
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,3.4,4.22,2.88,3.11,3,245.7,24.51851852
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,3.1,4.33,3.12,2.44,2.75,241.92,25.18518519
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3,4.44,3,3.11,2.38,250.11,23
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,3.1,4.78,2.62,3.33,2.5,248.22,24.48148148
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.1,4.11,3,3.22,2.62,243.81,20.22222222
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,3,4.67,2.88,3,3,250.11,24
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,3.6,4.67,3.12,3,3,243.18,24
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,3.3,4.67,3.25,2.89,2.62,245.07,24
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,3.3,3.78,3.12,3.56,3.38,246.96,21.51851852
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,3.2,4.56,3.12,3.67,3.12,255.15,19.81481481
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3.2,4.22,2.5,2.89,3.12,253.26,21.74074074
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,3.2,4.11,3,3.33,2.38,250.74,18.77777778
meta-llama/Meta-Llama-3-8B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,3.5,3.56,3.38,3.33,2.75,245.07,18.11111111
